Sentence	Subjectivity	Positivity	Negativity
Read more political coverage at The Week's 2012 Election Center 	1	1	1
3 more sentenced in sexual assault of Texas girl	1	2	3
LIBERTY  Texas (AP) — Three men who pleaded guilty to sexually assaulting a then-11-year-old Texas girl in 2010 have each been sentenced to 15 years in prison 	1	2	3
Twenty-year-old Timothy Ellis  his 21-year-old cousin Rayford Ellis Jr  and 23-year-old Kelvin King were sentenced Friday in a Liberty courtroom 	1	1	1
The men hugged family members before being taken away by authorities 	1	1	1
Each pleaded guilty earlier this month to aggravated sexual assault of a child 	1	1	3
All four are among 20 males charged in a series of sexual assaults against the girl 	1	1	3
One defendant went to trial and was convicted and sentenced to 99 years in prison last month 	1	2	2
4 Indonesian soldiers sentenced to up to 6 years in people-smuggling tragedy that killed 200	1	1	4
MADIUN  Indonesia - An Indonesian military tribunal has sentenced four soldiers to up to six years in jail for their role in smuggling illegal migrants to Australia on board an overcrowded boat that sank last year  killing about 200 people 	1	1	5
The soldiers were found guilty Thursday of helping to arrange the Dec  17 trip of about 250 migrants on a boat that sank in heavy waves  leaving only 44 survivors 	2	1	4
Kornelius Nama was sentenced to six years while the three others received five-year sentences 	1	1	3
They were also dismissed from the military and fined $52 000 each 	1	1	3
On Monday  another sergeant was sentenced to six years 	1	1	3
Indonesia has become a key transit point for migrants fleeing conflict-ridden countries on the way to Australia 	2	1	2
About 4 Percent Of Children In U S  Households Lived In A Household That Experienced Violent Crime In 2010	1	1	2
WASHINGTON  Sept  19  2012 /PRNewswire-USNewswire/ -- About 2 8 million children or 3 9 percent of all children in U S  households lived in a household in which at least one member age 12 or older experienced nonfatal violent crime in 2010  according to a report released today by the Justice Department's Bureau of Justice Statistics (BJS) 	1	1	2
About 6 million fewer children in 2010 than in 1993 lived in a household victimized by violence  a 68 percent decline over the 18-year period  Over a more recent 10-year period (2001–2010)  the number of children living in a household that experienced violence fell about 37 percent 	1	2	2
This BJS report estimates the prevalence of violent victimization among U S  households with children age 17 or younger  The prevalence rate is the percentage of households in which at least one member age 12 or older experienced one or more violent victimizations in a given year  These estimates are an indicator of the extent to which children have direct and indirect exposure to violent victimization 	1	1	2
In 2010  violent crime was about twice as prevalent in households with children (3 6 percent) compared to households without children (1 8 percent)  More children lived in households where a victimization occurred outside the home (1 7 million or 2 4 percent) compared to inside the home (1 2 million or 1 7 percent) 	1	2	2
An estimated 1 1 million children lived in a household that experienced a serious violent crime  which includes rape  sexual assault  robbery and aggravated assault  Nearly 1 8 million children lived in a household that experienced a simple assault 	1	1	3
The special report  Prevalence of Violent Crime among Households with Children  1993–2010 (NCJ 238799)  was written by BJS statisticians Jennifer L  Truman and Erica L  Smith  The full text of the report  related documents and other BJS statistical resources can be found on the BJS website at http://www bjs gov/ 	1	1	1
41-pound cat named Skinny up for adoption in Texas	1	1	1
RICHARDSON  Texas (AP) — Don't be fooled by the name: Skinny the cat is one hefty feline 	3	1	1
And all 41 pounds of her needs a home 	3	1	2
A Dallas-area animal shelter has cared for the 5-year-old orange tabby since getting a call about a stray in a yard about a week ago 	1	1	1
"Kim Chapin with Richardson Animal Services said Friday that Skinny's ""very sweet"" — and the largest cat she's seen in 21 years with the shelter "	2	2	1
Not surprising 	3	1	1
U S  government growth charts show Skinny weighs about as much as the average 4-year-old child 	1	1	1
With advances in smartphone technology and camera resolution  it's now easier than ever to capture quality images with the mobile device you carry everywhere 	1	3	1
The rise of photo editing apps has added to this movement toward mobile photography  which is becoming a burgeoning and reputable art form 	1	1	1
We spoke to five photographers who use their Android devices -- exclusively or in addition to other cameras -- to shoot  edit and share beautiful photos  and they offered some advice for those looking to enter the field 	1	2	1
Shooting with my Droid is my favorite thing to do with my clothes on  Stokes says 	3	3	1
She finds her Android device  with its camera and sharing capabilities  to be a perfect immediate art form 	1	2	1
The more pictures I took  the more I saw what could be achieved  and the more I liked it  she says 	2	3	1
My Android device inspires me with its versatility     and absolutely beautiful color and results  she says 	3	3	1
I use my Android because it fits in my pocket or purse in a way a DSLR just doesn't  she says 	2	1	1
Not having a million settings forces me to think about the photo in a different way 	2	1	1
Since the camera phone is not very adjustable  I try to start out with good lighting so I can focus on framing and composition  she says 	2	1	1
For Tidmore  the benefit of using an Android device extends past its convenient size -- he likes that everything is maintained on one device 	2	2	1
It's being able to do all of my editing  and upload [photos] to a social network  all on my phone no matter where I am  he says 	2	1	1
I have a job where I'm out and about all day  and being able to create on my phone while I should be working is awesome 	2	3	1
Experiment with apps 	2	1	1
"There is no shortage of photography apps in the App Store or Google Play	2	1	1
17 5-mobile-photographers-capturing-world-android-125823258 Spend a lot of time working with different ones until you find your 'style' or something that really clicks with you  he advises "	2	1	1
Other than that  shoot often     and have fun!	3	2	1
Hamelin uses editing apps like UCam Ultra Camera (which allows him to focus easier) and Pixlr-o-matic for filters 	1	1	1
The HTC Desire also includes camera software that creates panoramic photos 	1	1	1
All my pictures taken with my smartphone are made to be seen by my friends that live far away from me [in Belgium]  so I try to put what I feel inside 	3	1	1
"Hamelin suggests that fellow mobile photographers ""look everywhere  shoot  move  shoot again -- the more you take pictures  the more you find what works and what does not """	3	1	1
Convenience is the biggest factor  Mistry says 	3	2	1
She explains that being able to share her photos instantly is another reason why her smartphone's camera comes in handy 	2	2	1
Mistry is an advocate for editing photos  but she advises mobile photographers to be smart about it 	2	1	1
I know there's a lot of backlash against filters on your photos  and I can understand [that] backlash  she says 	2	1	2
"Which is why I say use filters  but don't abuse filters	2	1	1
17 5-mobile-photographers-capturing-world-android-125823258 Don't feel the need to add a filter if your photo doesn't need it	2	1	1
17 5-mobile-photographers-capturing-world-android-125823258 Sometimes a photo is perfectly brilliant without a filter over the top of it "	2	2	1
This app is a no-brainer 	2	1	1
Simple and intuitive  Photoshop Express lets you make the necessary adjustments to crop  exposure  color  tint  hue  saturation  contrast and levels with ease 	2	1	1
somewhat simple  the app works well 	1	2	1
Plus it’s free — so  if you don’t already have it  you should be uploading it now Price: FREE	2	1	1
5 Reasons Your Boss Should Send You to the Mashable Media Summit	1	1	1
The media has evolved from pamphlets to podcasts in order to deliver news to customers  In rare instances  some of the best minds in media and advertising come together and share where media is going next  One of these opportunities will occur on Nov  2  2012 at the Mashable Media Summit 	2	2	1
